"species";"Region";"LifeForm";"off_FirstRec";"count";"firstRec";"phylum";"class";"timeLag";"eu_status";"scopus";"EASIN_Id";"Status";"TER";"FRW";"MAR";"EST";"habitat";"worst_100_world_ISSG";"worst_100_Europe_DAISIE";"mentioned_in_EU_quarantine_species";"partly_native";"obsEffort_LF";"ResearchEffort";"nOccTotSp";"obsInNeigborCountryBefore";"google_sum";"google_mean";"google_country_porc";"google_country"
"Allium cepa";"Serbia";"Vascular plants";NA;2;2020;"Tracheophyta";"Liliopsida";NA;"NO";37724;"R00565";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";14179;54;595;NA;10133;70.3680555555556;0;0
"Allium cepa";"Slovakia";"Vascular plants";NA;3;2020;"Tracheophyta";"Liliopsida";NA;"NO";37724;"R00565";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";84761;19;595;NA;10133;70.3680555555556;16;1125.88888888889
"Allium cepa";"Slovenia";"Vascular plants";NA;1;2020;"Tracheophyta";"Liliopsida";NA;"NO";37724;"R00565";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";38312;45;595;NA;10133;70.3680555555556;0;0
"Allium cepa";"Spain";"Vascular plants";NA;17;2014;"Tracheophyta";"Liliopsida";NA;"NO";37724;"R00565";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";713438;120;595;NA;10133;70.3680555555556;10;703.680555555556
"Allium cepa";"Sweden";"Vascular plants";NA;117;1990;"Tracheophyta";"Liliopsida";NA;"NO";37724;"R00565";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;26;595;NA;10133;70.3680555555556;5;351.840277777778
"Allium cepa";"Switzerland";"Vascular plants";NA;1;2021;"Tracheophyta";"Liliopsida";NA;"NO";37724;"R00565";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;13;595;NA;10133;70.3680555555556;26;1829.56944444445
"Allium cepa";"The former Yugoslav Republic of Macedonia";"Vascular plants";NA;1;2020;"Tracheophyta";"Liliopsida";NA;"NO";37724;"R00565";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;595;FALSE;10133;70.3680555555556;NA;NA
"Allium cepa";"Ukraine";"Vascular plants";NA;9;2016;"Tracheophyta";"Liliopsida";NA;"NO";37724;"R00565";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";146355;7;595;NA;10133;70.3680555555556;0;0
"Allium cepa";"United Kingdom";"Vascular plants";NA;4;2019;"Tracheophyta";"Liliopsida";NA;"NO";37724;"R00565";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;102;595;NA;10133;70.3680555555556;3;211.104166666667
"Allium christophii";"Belgium";"Vascular plants";2011;NA;NA;"Tracheophyta";"Liliopsida";NA;"NO";5;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;NA;FALSE;NA;NA;NA;NA
"Allium christophii";"Netherlands";"Vascular plants";NA;2;2016;"Tracheophyta";"Liliopsida";NA;"NO";5;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;30;NA;NA;NA;NA;NA;NA
"Allium hollandicum";"Belgium";"Vascular plants";2012;28;2012;"Tracheophyta";"Liliopsida";0;"NO";3;"R00571";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;670;TRUE;158;1.09722222222222;0;0
"Allium hollandicum";"France";"Vascular plants";NA;1;2017;"Tracheophyta";"Liliopsida";NA;"NO";3;"R00571";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;670;NA;158;1.09722222222222;0;0
"Allium hollandicum";"Netherlands";"Vascular plants";NA;36;2008;"Tracheophyta";"Liliopsida";NA;"NO";3;"R00571";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;30;670;NA;158;1.09722222222222;0;0
"Allium hollandicum";"Norway";"Vascular plants";NA;2;2006;"Tracheophyta";"Liliopsida";NA;"NO";3;"R00571";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1755502;76;670;NA;158;1.09722222222222;0;0
"Allium hollandicum";"Sea or Ocean";"Vascular plants";NA;190;1990;"Tracheophyta";"Liliopsida";NA;"NO";3;"R00571";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;670;FALSE;158;1.09722222222222;NA;NA
"Allium hollandicum";"Sweden";"Vascular plants";NA;413;1990;"Tracheophyta";"Liliopsida";NA;"NO";3;"R00571";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;26;670;NA;158;1.09722222222222;0;0
"Allium karataviense";"Belgium";"Vascular plants";2018;2;2019;"Tracheophyta";"Liliopsida";1;"NO";57;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;4;FALSE;175;1.21527777777778;0;0
"Allium karataviense";"Sweden";"Vascular plants";NA;2;2005;"Tracheophyta";"Liliopsida";NA;"NO";57;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;26;4;FALSE;175;1.21527777777778;100;121.527777777778
"Allium lusitanicum";"Austria";"Vascular plants";NA;45;2005;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";405467;44;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Belgium";"Vascular plants";2014;8;2018;"Tracheophyta";"Liliopsida";4;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;362;TRUE;70;0.486111111111111;0;0
"Allium lusitanicum";"Czech Republic";"Vascular plants";NA;33;2020;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";391053;28;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"France";"Vascular plants";NA;14;2006;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Germany";"Vascular plants";NA;4;2020;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;51;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Hungary";"Vascular plants";NA;2;2019;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";36958;18;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Italy";"Vascular plants";NA;16;2000;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;162;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Norway";"Vascular plants";NA;4;2010;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1755502;76;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Poland";"Vascular plants";NA;3;2009;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";147169;17;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Portugal";"Vascular plants";NA;1;2020;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";107614;83;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Sea or Ocean";"Vascular plants";NA;1;1990;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;362;FALSE;70;0.486111111111111;NA;NA
"Allium lusitanicum";"Slovakia";"Vascular plants";NA;2;2020;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";84761;19;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Spain";"Vascular plants";NA;7;2015;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;120;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Sweden";"Vascular plants";NA;185;1990;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";7997425;26;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Switzerland";"Vascular plants";NA;19;2009;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";453426;13;362;NA;70;0.486111111111111;0;0
"Allium lusitanicum";"Ukraine";"Vascular plants";NA;18;2015;"Tracheophyta";"Liliopsida";NA;"NO";41;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";146355;7;362;NA;70;0.486111111111111;0;0
"Allium macleanii";"Belgium";"Vascular plants";2014;6;2014;"Tracheophyta";"Liliopsida";0;"NO";43;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;32;TRUE;0;0;0;0
"Allium macleanii";"Germany";"Vascular plants";NA;4;2013;"Tracheophyta";"Liliopsida";NA;"NO";43;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;51;32;NA;0;0;0;0
"Allium macleanii";"Netherlands";"Vascular plants";NA;21;2011;"Tracheophyta";"Liliopsida";NA;"NO";43;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;30;32;NA;0;0;0;0
"Allium macleanii";"Sea or Ocean";"Vascular plants";NA;1;2019;"Tracheophyta";"Liliopsida";NA;"NO";43;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;32;FALSE;0;0;NA;NA
"Allium nigrum";"Belgium";"Vascular plants";2013;3;2013;"Tracheophyta";"Liliopsida";0;"NO";2403;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;91;TRUE;335;2.32638888888889;0;0
"Allium nigrum";"France";"Vascular plants";NA;2;2018;"Tracheophyta";"Liliopsida";NA;"NO";2403;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;91;NA;335;2.32638888888889;27;62.8125
"Allium nigrum";"Germany";"Vascular plants";NA;2;2012;"Tracheophyta";"Liliopsida";NA;"NO";2403;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;51;91;NA;335;2.32638888888889;40;93.0555555555556
"Allium nigrum";"Greece";"Vascular plants";NA;8;2006;"Tracheophyta";"Liliopsida";NA;"NO";2403;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46853;144;91;FALSE;335;2.32638888888889;0;0
"Allium nigrum";"Italy";"Vascular plants";NA;29;2006;"Tracheophyta";"Liliopsida";NA;"NO";2403;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;162;91;NA;335;2.32638888888889;0;0
"Allium nigrum";"Netherlands";"Vascular plants";NA;7;2015;"Tracheophyta";"Liliopsida";NA;"NO";2403;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;30;91;NA;335;2.32638888888889;100;232.638888888889
"Allium nigrum";"Sea or Ocean";"Vascular plants";NA;34;2006;"Tracheophyta";"Liliopsida";NA;"NO";2403;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;91;FALSE;335;2.32638888888889;NA;NA
"Allium nigrum";"Spain";"Vascular plants";NA;6;2008;"Tracheophyta";"Liliopsida";NA;"NO";2403;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;120;91;NA;335;2.32638888888889;0;0
"Allium odorum";"Belgium";"Vascular plants";2010;NA;NA;"Tracheophyta";"Liliopsida";NA;"NO";107;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;NA;FALSE;NA;NA;NA;NA
"Allium pendulinum";"Belgium";"Vascular plants";2014;10;2014;"Tracheophyta";"Liliopsida";0;"NO";9;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;93;TRUE;32;0.222222222222222;0;0
"Allium pendulinum";"France";"Vascular plants";NA;14;2011;"Tracheophyta";"Liliopsida";NA;"NO";9;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;93;NA;32;0.222222222222222;0;0
"Allium pendulinum";"Italy";"Vascular plants";NA;37;2008;"Tracheophyta";"Liliopsida";NA;"NO";9;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;162;93;NA;32;0.222222222222222;0;0
"Allium pendulinum";"Netherlands";"Vascular plants";NA;31;2008;"Tracheophyta";"Liliopsida";NA;"NO";9;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;30;93;NA;32;0.222222222222222;0;0
"Allium pendulinum";"Sea or Ocean";"Vascular plants";NA;1;2020;"Tracheophyta";"Liliopsida";NA;"NO";9;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;93;FALSE;32;0.222222222222222;NA;NA
"Allium ramosum";"Belgium";"Vascular plants";2010;10;2018;"Tracheophyta";"Liliopsida";8;"NO";70;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;48;FALSE;80;0.555555555555556;0;0
"Allium ramosum";"Germany";"Vascular plants";NA;3;2015;"Tracheophyta";"Liliopsida";NA;"NO";70;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;51;48;NA;80;0.555555555555556;0;0
"Allium ramosum";"Netherlands";"Vascular plants";NA;20;2012;"Tracheophyta";"Liliopsida";NA;"NO";70;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;30;48;NA;80;0.555555555555556;0;0
"Allium ramosum";"Sea or Ocean";"Vascular plants";NA;9;2009;"Tracheophyta";"Liliopsida";NA;"NO";70;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;48;FALSE;80;0.555555555555556;NA;NA
"Allium ramosum";"Sweden";"Vascular plants";NA;4;1999;"Tracheophyta";"Liliopsida";NA;"NO";70;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;26;48;FALSE;80;0.555555555555556;0;0
"Allium ramosum";"Ukraine";"Vascular plants";NA;2;2020;"Tracheophyta";"Liliopsida";NA;"NO";70;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";146355;7;48;FALSE;80;0.555555555555556;0;0
"Allium roseum";"Albania";"Vascular plants";NA;3;2017;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2476;54;2530;NA;309;2.14583333333333;0;0
"Allium roseum";"Belgium";"Vascular plants";2017;14;2017;"Tracheophyta";"Liliopsida";0;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;2530;TRUE;309;2.14583333333333;0;0
"Allium roseum";"Croatia";"Vascular plants";NA;6;2011;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40792;19;2530;NA;309;2.14583333333333;0;0
"Allium roseum";"Denmark";"Vascular plants";NA;1;2021;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";63407;18;2530;NA;309;2.14583333333333;0;0
"Allium roseum";"France";"Vascular plants";NA;581;2004;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;2530;NA;309;2.14583333333333;19;40.7708333333333
"Allium roseum";"Germany";"Vascular plants";NA;1;2015;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;51;2530;NA;309;2.14583333333333;0;0
"Allium roseum";"Greece";"Vascular plants";NA;39;2015;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46853;144;2530;NA;309;2.14583333333333;0;0
"Allium roseum";"Guernsey";"Vascular plants";NA;1;2007;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;2530;FALSE;309;2.14583333333333;0;0
"Allium roseum";"Ireland";"Vascular plants";NA;2;2019;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";26889;13;2530;NA;309;2.14583333333333;0;0
"Allium roseum";"Italy";"Vascular plants";NA;344;1997;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;162;2530;NA;309;2.14583333333333;30;64.3749999999999
"Allium roseum";"Montenegro";"Vascular plants";NA;4;2017;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";5319;2;2530;NA;309;2.14583333333333;0;0
"Allium roseum";"Netherlands";"Vascular plants";NA;35;2008;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;30;2530;NA;309;2.14583333333333;0;0
"Allium roseum";"Portugal";"Vascular plants";NA;276;2010;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";107614;83;2530;NA;309;2.14583333333333;0;0
"Allium roseum";"Sea or Ocean";"Vascular plants";NA;433;1993;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;2530;FALSE;309;2.14583333333333;NA;NA
"Allium roseum";"Spain";"Vascular plants";NA;464;1990;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;120;2530;NA;309;2.14583333333333;39;83.6874999999999
"Allium roseum";"United Kingdom";"Vascular plants";NA;326;2006;"Tracheophyta";"Liliopsida";NA;"NO";547;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;102;2530;NA;309;2.14583333333333;87;186.6875
"Allium stipitatum";"Germany";"Vascular plants";NA;18;2005;"Tracheophyta";"Liliopsida";NA;"NO";197;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;51;NA;FALSE;NA;NA;NA;NA
"Allium stipitatum";"Sea or Ocean";"Vascular plants";NA;15;2019;"Tracheophyta";"Liliopsida";NA;"NO";197;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;NA;FALSE;NA;NA;NA;NA
"Allium stipitatum";"Slovakia";"Vascular plants";2011;NA;NA;"Tracheophyta";"Liliopsida";NA;"NO";197;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";84761;19;NA;FALSE;NA;NA;NA;NA
"Allium triquetrum";"Belgium";"Vascular plants";2013;25;2013;"Tracheophyta";"Liliopsida";0;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;8522;TRUE;308;2.13888888888889;0;0
"Allium triquetrum";"Denmark";"Vascular plants";NA;1;2020;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";63407;18;8522;NA;308;2.13888888888889;0;0
"Allium triquetrum";"France";"Vascular plants";NA;2510;1997;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;8522;NA;308;2.13888888888889;26;55.6111111111111
"Allium triquetrum";"Germany";"Vascular plants";NA;2;2018;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;51;8522;NA;308;2.13888888888889;11;23.5277777777778
"Allium triquetrum";"Guernsey";"Vascular plants";NA;1;2020;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;8522;FALSE;308;2.13888888888889;0;0
"Allium triquetrum";"Ireland";"Vascular plants";NA;200;2010;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";26889;13;8522;NA;308;2.13888888888889;90;192.5
"Allium triquetrum";"Isle of Man";"Vascular plants";NA;3;2020;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;8522;FALSE;308;2.13888888888889;0;0
"Allium triquetrum";"Italy";"Vascular plants";NA;692;2006;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;162;8522;NA;308;2.13888888888889;45;96.2500000000001
"Allium triquetrum";"Jersey";"Vascular plants";NA;15;2018;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;8522;FALSE;308;2.13888888888889;0;0
"Allium triquetrum";"Netherlands";"Vascular plants";NA;75;2009;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;30;8522;NA;308;2.13888888888889;29;62.0277777777778
"Allium triquetrum";"Portugal";"Vascular plants";NA;256;2009;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";107614;83;8522;NA;308;2.13888888888889;34;72.7222222222223
"Allium triquetrum";"Sea or Ocean";"Vascular plants";NA;1681;2004;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;8522;FALSE;308;2.13888888888889;NA;NA
"Allium triquetrum";"Spain";"Vascular plants";NA;467;2008;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;120;8522;NA;308;2.13888888888889;31;66.3055555555556
"Allium triquetrum";"United Kingdom";"Vascular plants";NA;2594;2006;"Tracheophyta";"Liliopsida";NA;"NO";135;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;102;8522;NA;308;2.13888888888889;58;124.055555555556
"Alnus pubescens";"Belgium";"Vascular plants";2012;NA;NA;"Tracheophyta";"Magnoliopsida";NA;"NO";1179;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;NA;FALSE;NA;NA;NA;NA
"Alnus pubescens";"Sea or Ocean";"Vascular plants";NA;2;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1179;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;NA;FALSE;NA;NA;NA;NA
"Alnus spaethii";"Belgium";"Vascular plants";2012;NA;NA;"Tracheophyta";"Magnoliopsida";NA;"NO";24;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;NA;FALSE;NA;NA;NA;NA
"Aloe brevifolia";"France";"Vascular plants";NA;23;2020;"Tracheophyta";"Liliopsida";NA;"NO";80;"R00622";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;NA;NA;NA;NA;NA;NA
"Aloe brevifolia";"Spain";"Vascular plants";2016;NA;NA;"Tracheophyta";"Liliopsida";NA;"NO";80;"R00622";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";713438;120;NA;FALSE;NA;NA;NA;NA
"Aloe brevifolia";"Switzerland";"Vascular plants";NA;1;2020;"Tracheophyta";"Liliopsida";NA;"NO";80;"R00622";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;13;NA;NA;NA;NA;NA;NA
"Alonsoa linearis";"Belgium";"Vascular plants";2017;1;2017;"Tracheophyta";"Magnoliopsida";0;"NO";1;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;1;FALSE;0;0;0;0
"Alstroemeria ligtu";"Spain";"Vascular plants";2018;NA;NA;"Tracheophyta";"Liliopsida";NA;"NO";152;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";713438;120;NA;FALSE;NA;NA;NA;NA
"Althenia orientalis";"France";"Vascular plants";2012;NA;NA;"Tracheophyta";"Liliopsida";NA;"NO";21;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;NA;FALSE;NA;NA;NA;NA
"Amaranthus blitum";"Austria";"Vascular plants";NA;2;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";223;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";405467;44;2959;NA;205;1.42361111111111;0;0
"Amaranthus blitum";"Belarus";"Vascular plants";NA;2;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";223;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;2959;FALSE;205;1.42361111111111;0;0
"Amaranthus blitum";"Belgium";"Vascular plants";NA;647;1997;"Tracheophyta";"Magnoliopsida";NA;"NO";223;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;2959;NA;205;1.42361111111111;0;0
"Amaranthus blitum";"Czech Republic";"Vascular plants";NA;9;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";223;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";391053;28;2959;NA;205;1.42361111111111;0;0
"Amaranthus blitum";"France";"Vascular plants";NA;116;2008;"Tracheophyta";"Magnoliopsida";NA;"NO";223;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;2959;NA;205;1.42361111111111;23;32.7430555555555
"Amaranthus blitum";"Germany";"Vascular plants";NA;93;2001;"Tracheophyta";"Magnoliopsida";NA;"NO";223;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;51;2959;NA;205;1.42361111111111;0;0
"Amaranthus blitum";"Greece";"Vascular plants";NA;2;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";223;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46853;144;2959;FALSE;205;1.42361111111111;0;0
"Amaranthus blitum";"Hungary";"Vascular plants";NA;1;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";223;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";36958;18;2959;NA;205;1.42361111111111;0;0
"Amaranthus blitum";"Italy";"Vascular plants";2012;49;2016;"Tracheophyta";"Magnoliopsida";4;"NO";223;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;162;2959;TRUE;205;1.42361111111111;0;0
"Amaranthus blitum";"Lithuania";"Vascular plants";NA;3;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";223;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40458;3;2959;FALSE;205;1.42361111111111;0;0
