"SeebName";"species";"phylum";"class";"kingdom";"LifeForm"
"Pomadasys stridens";"Pomadasys stridens";"Chordata";NA;"Animalia";NA
"Scarus ghobban";"Scarus ghobban";"Chordata";NA;"Animalia";NA
"Sillago suezensis";"Sillago suezensis";"Chordata";NA;"Animalia";NA
"Synchiropus sechellensis";"Synchiropus sechellensis";"Chordata";NA;"Animalia";NA
"Vanderhorstia mertensi";"Vanderhorstia mertensi";"Chordata";NA;"Animalia";NA
"Platyobria biemani";"Platyobria biemani";"Arthropoda";"Insecta";"Animalia";"Insects"
"Stephanitis lauri";"Stephanitis lauri";"Arthropoda";"Insecta";"Animalia";"Insects"
"Zelus renardii";"Zelus renardii";"Arthropoda";"Insecta";"Animalia";"Insects"
"Branchiomma bairdi";"Branchiomma bairdi";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Diadema setosum";"Diadema setosum";"Echinodermata";"Echinoidea";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Dorvillea similis";"Dorvillea similis";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Glyphidohaptor plectocirra";"Glyphidohaptor plectocirra";"Platyhelminthes";"Monogenea";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Herdmania momus";"Herdmania momus";"Chordata";"Ascidiacea";"Animalia";NA
"Hydroides brachyacantha";"Hydroides brachyacantha";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Leonnates persicus";"Leonnates persicus";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Paraleucilla magna";"Paraleucilla magna";"Porifera";"Calcarea";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Symplegma brakenhielmi";"Symplegma brakenhielmi";"Chordata";"Ascidiacea";"Animalia";NA
"Sousa plumbea";"Sousa plumbea";"Chordata";"Mammalia";"Animalia";"Mammals"
"Cerithidium perparvulum";"Cerithidium perparvulum";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Cerithiopsis pulvis";"Cerithiopsis pulvis";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Diodora funiculata";"Diodora funiculata";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Euthymella colzumensis";"Euthymella colzumensis";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Isognomon legumen";"Isognomon legumen";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Oscilla galilae";"Oscilla galilae";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Pyrunculus fourierii";"Pyrunculus fourierii";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Rhinoclavis kochi";"Rhinoclavis kochi";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Septifer cumingii";"Septifer cumingii";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Syrnola fasciata";"Syrnola fasciata";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Tayuva lilacina";"Tayuva lilacina";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Halophila decipiens";"Halophila decipiens";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Penaeus pulchricaudatus";"Penaeus pulchricaudatus";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Lagocephalus guentheri";"Lagocephalus guentheri";"Chordata";NA;"Animalia";NA
"Acetabularia caliculus";"Acetabularia caliculus";"Chlorophyta";"Ulvophyceae";"Plantae";"Algae"
"Pomatoschistus microps";"Pomatoschistus microps";"Chordata";NA;"Animalia";NA
"Chrysaora cf. achlyos";"Chrysaora achlyos";"Cnidaria";"Scyphozoa";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Neogobius fluviatilis";"Neogobius fluviatilis";"Chordata";NA;"Animalia";NA
"Oncorhynchus mykiss";"Oncorhynchus mykiss";"Chordata";NA;"Animalia";NA
"Craspedacusta sowerbii";"Craspedacusta sowerbii";"Cnidaria";"Hydrozoa";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Gymnocephalus cernua";"Gymnocephalus cernua";"Chordata";NA;"Animalia";NA
"Erugosquilla massavensis";"Erugosquilla massavensis";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Drepanaphis acerifoliae";"Drepanaphis acerifoliae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Graphocephala fennahi";"Graphocephala fennahi";"Arthropoda";"Insecta";"Animalia";"Insects"
"Rhagoletis completa";"Rhagoletis completa";"Arthropoda";"Insecta";"Animalia";"Insects"
"Trichoferus campestris";"Trichoferus campestris";"Arthropoda";"Insecta";"Animalia";"Insects"
"Adiantum capillus-veneris";"Adiantum capillus-veneris";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Najas gracillima";"Najas gracillima";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Boreoiulus tenuis";"Boreoiulus tenuis";"Arthropoda";"Diplopoda";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Bombus pascuorum";"Bombus pascuorum";"Arthropoda";"Insecta";"Animalia";"Insects"
"Nematus ribesii";"Nematus ribesii";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ascidiella aspersa";"Ascidiella aspersa";"Chordata";"Ascidiacea";"Animalia";NA
"Botryllus schlosseri";"Botryllus schlosseri";"Chordata";"Ascidiacea";"Animalia";NA
"Ciona robusta";"Ciona robusta";"Chordata";"Ascidiacea";"Animalia";NA
"Diplosoma listerianum";"Diplosoma listerianum";"Chordata";"Ascidiacea";"Animalia";NA
"Molgula manhattensis";"Molgula manhattensis";"Chordata";"Ascidiacea";"Animalia";NA
"Magallana gigas";"Magallana gigas";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Crocus vernus";"Crocus vernus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Dianthus deltoides";"Dianthus deltoides";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Doronicum columnae";"Doronicum columnae";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Doronicum pardalianches";"Doronicum pardalianches";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Erigeron speciosus";"Erigeron speciosus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Fragaria moschata";"Fragaria moschata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hieracium pilosella";"Pilosella officinarum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hordeum brachyantherum";"Hordeum brachyantherum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Jacobaea vulgaris";"Jacobaea vulgaris";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Leymus mollis";"Leymus mollis";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Primula elatior";"Primula elatior";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pritzelago alpina";"Hornungia alpina";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pulmonaria mollis";"Pulmonaria mollis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Rosa acicularis";"Rosa acicularis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Salix viminalis";"Salix viminalis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Sambucus racemosa";"Sambucus racemosa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Saxifraga arendsii";"Saxifraga arendsii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Scilla bifolia";"Scilla bifolia";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Scilla luciliae";"Scilla luciliae";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Senecio viscosus";"Senecio viscosus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Triticum compactum";"Triticum aestivum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Trollius europaeus";"Trollius europaeus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Vallisneria spiralis";"Vallisneria spiralis";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Gracilaria vermiculophylla";"Gracilaria vermiculophylla";"Rhodophyta";"Florideophyceae";"Plantae";"Algae"
"Bugulina fulva";"Bugulina fulva";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Bugulina simplex";"Bugulina simplex";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Watersipora subatra";"Watersipora subatra";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Parosisterna selmani";"Paropsisterna selmani";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aplidium glabrum";"Aplidium glabrum";"Chordata";"Ascidiacea";"Animalia";NA
"Marenzelleria viridis";"Marenzelleria viridis";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Perophora japonica";"Perophora japonica";"Chordata";"Ascidiacea";"Animalia";NA
"Procyon lotor";"Procyon lotor";"Chordata";"Mammalia";"Animalia";"Mammals"
"Sus scrofa";"Sus scrofa";"Chordata";"Mammalia";"Animalia";"Mammals"
"Tamias sibiricus";"Tamias sibiricus";"Chordata";"Mammalia";"Animalia";"Mammals"
"Corbicula fluminea";"Corbicula fluminea";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Equisetum arvense";"Equisetum arvense";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Acanthosiphonia echinata";"Acanthosiphonia echinata";"Rhodophyta";"Florideophyceae";"Plantae";"Algae"
"Aglaothamnion halliae";"Aglaothamnion halliae";"Rhodophyta";"Florideophyceae";"Plantae";"Algae"
"Caulacanthus okamurae";"Caulacanthus okamurae";"Rhodophyta";"Florideophyceae";"Plantae";"Algae"
"Chondria curvilineata";"Chondria curvilineata";"Rhodophyta";"Florideophyceae";"Plantae";"Algae"
"Grateloupia minima";"Grateloupia minima";"Rhodophyta";"Florideophyceae";"Plantae";"Algae"
"Melanothamnus japonicus";"Melanothamnus japonicus";"Rhodophyta";"Florideophyceae";"Plantae";"Algae"
"Peneroplis arietinus";"Peneroplis arietinus";"Foraminifera";"Tubothalamea";"Chromista";NA
"Polysiphonia schneideri";"Polysiphonia schneideri";"Rhodophyta";"Florideophyceae";"Plantae";"Algae"
"Pyropia yezoensis";"Pyropia yezoensis";"Rhodophyta";"Bangiophyceae";"Plantae";"Algae"
"Spermothamnion cymosum";"Spermothamnion cymosum";"Rhodophyta";"Florideophyceae";"Plantae";"Algae"
"Ulva australis";"Ulva australis";"Chlorophyta";"Ulvophyceae";"Plantae";"Algae"
"Ulva californica";"Ulva californica";"Chlorophyta";"Ulvophyceae";"Plantae";"Algae"
"Achelia sawayai";"Achelia sawayai";"Arthropoda";"Pycnogonida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Smittina nitidissima";"Smittina nitidissima";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Watersipora arcuata";"Watersipora arcuata";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Charybdis feriata";"Charybdis feriata";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Palaemon macrodactylus";"Palaemon macrodactylus";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Parametopella cypris";"Parametopella cypris";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Stenothoe georgiana";"Stenothoe georgiana";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Trachysalambria palaestinensis";"Trachysalambria curvirostris";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Acanthurus chirurgus";"Acanthurus chirurgus";"Chordata";NA;"Animalia";NA
"Chaetodon auriga";"Chaetodon auriga";"Chordata";NA;"Animalia";NA
"Chlorurus rhakoura";"Chlorurus rhakoura";"Chordata";NA;"Animalia";NA
"Enchelycore anatina";"Enchelycore anatina";"Chordata";NA;"Animalia";NA
"Hemiramphus far";"Hemiramphus far";"Chordata";NA;"Animalia";NA
"Lagocephalus sceleratus";"Lagocephalus sceleratus";"Chordata";NA;"Animalia";NA
"Ophioblennius atlanticus";"Ophioblennius atlanticus";"Chordata";NA;"Animalia";NA
"Oplegnathus fasciatus";"Oplegnathus fasciatus";"Chordata";NA;"Animalia";NA
"Pterois miles";"Pterois miles";"Chordata";NA;"Animalia";NA
"Upeneus pori";"Upeneus pori";"Chordata";NA;"Animalia";NA
"Zebrasoma xanthurum";"Zebrasoma xanthurum";"Chordata";NA;"Animalia";NA
"Aethina tumida";"Aethina tumida";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aleurolobus marlatti";"Aleurolobus marlatti";"Arthropoda";"Insecta";"Animalia";"Insects"
"Anthonomus eugenii";"Anthonomus eugenii";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ataenius picinus";"Ataenius picinus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Bactrocera dorsalis";"Bactrocera dorsalis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Coptodisca juglandella";"Coptodisca juglandella";"Arthropoda";"Insecta";"Animalia";"Insects"
"Corythauma ayyari";"Corythauma ayyari";"Arthropoda";"Insecta";"Animalia";"Insects"
"Earias roseifera";"Earias roseifera";"Arthropoda";"Insecta";"Animalia";"Insects"
"Macrohomotoma gladiata";"Macrohomotoma gladiata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Myzus mumecola";"Myzus mumecola";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ophraella communa";"Ophraella communa";"Arthropoda";"Insecta";"Animalia";"Insects"
"Phyllonorycter issikii";"Phyllonorycter issikii";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pityophthorus juglandis";"Pityophthorus juglandis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Popilia japonica";"Popillia japonica";"Arthropoda";"Insecta";"Animalia";"Insects"
"Psyllaephagus bliteus";"Psyllaephagus bliteus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ricania speculum";"Ricania speculum";"Arthropoda";"Insecta";"Animalia";"Insects"
"Takahashia japonica";"Takahashia japonica";"Arthropoda";"Insecta";"Animalia";"Insects"
"Thaumastocoris peregrinus";"Thaumastocoris peregrinus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Vryburgia brevicruris";"Vryburgia brevicruris";"Arthropoda";"Insecta";"Animalia";"Insects"
"Xyleborus bispinatus";"Xyleborus bispinatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Xylosandrus compactus";"Xylosandrus compactus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Zaprionus tuberculatus";"Zaprionus tuberculatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aurelia coerulea";"Aurelia coerulea";"Cnidaria";"Scyphozoa";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Bispira polyomma";"Bispira polyomma";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Botrylloides diegensis";"Botrylloides diegensis";"Chordata";"Ascidiacea";"Animalia";NA
"Cassiopea andromeda";"Cassiopea andromeda";"Cnidaria";"Scyphozoa";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Hesionura serrata";"Hesionura serrata";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Mawia benovici";"Mawia benovici";"Cnidaria";"Scyphozoa";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Meloidogyne incognita";"Meloidogyne incognita";"Nematoda";"Chromadorea";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Pseudonereis anomala";"Pseudonereis anomala";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Rhopilema nomadica";"Rhopilema nomadica";"Cnidaria";"Scyphozoa";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Spirobranchus tetraceros";"Spirobranchus tetraceros";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Syllis pectinans";"Syllis pectinans";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Biuve fulvipunctata";"Biuve fulvipunctata";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Malleus regula";"Malleus regula";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Mitrella psilla";"Mitrella psilla";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Christella dentata";"Christella dentata";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Pteris multifida";"Pteris multifida";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Ajuga dictyocarpa";"Ajuga dictyocarpa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Amaranthus blitum";"Amaranthus blitum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Amaranthus palmeri";"Amaranthus palmeri";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Aquilegia coerulea";"Aquilegia coerulea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Arctotheca prostrata";"Arctotheca prostrata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Bothriochloa saccharoides";"Bothriochloa saccharoides";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Brugmansia suaveolens";"Brugmansia suaveolens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Buxus microphylla";"Buxus microphylla";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Calycanthus floridus";"Calycanthus floridus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Carex tribuloides";"Carex tribuloides";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Cascabela thevetia";"Cascabela thevetia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Commelina erecta";"Commelina erecta";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Coprosma repens";"Coprosma repens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cotoneaster lacteus";"Cotoneaster coriaceus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Crocus tommasinianus";"Crocus tommasinianus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Cytisus striatus";"Cytisus striatus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Dicliptera squarrosa";"Dicliptera squarrosa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Diospyros virginiana";"Diospyros virginiana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Elsholtzia stauntonii";"Elsholtzia stauntonii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Epilobium nummularifolium";"Epilobium nummularifolium";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Erigeron strigosus";"Erigeron strigosus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Eucalyptus polyanthemos";"Eucalyptus polyanthemos";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Euphorbia ophthalmica";"Euphorbia ophthalmica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ibicella lutea";"Ibicella lutea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lantana camara";"Lantana camara";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lantana depressa";"Lantana depressa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Leptorhabdos parviflora";"Leptorhabdos parviflora";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lonicera fragrantissima";"Lonicera fragrantissima";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lychnis chalcedonica";"Silene chalcedonica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lycium boerhaaviifolium";"Lycium boerhaaviifolium";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Melinis repens";"Melinis repens";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Metrosideros excelsa";"Metrosideros excelsa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Opuntia polyacantha";"Opuntia polyacantha";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Panicum barbipulvinatum";"Panicum capillare";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Papaver orientale";"Papaver orientale";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Paspalum dasypleurum";"Paspalum dasypleurum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Passiflora morifolia";"Passiflora morifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pavonia hastata";"Pavonia hastata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Perovskia abrotanoides x Perovskia atriplicifolia";"Perovskia abrotanoides x Perovskia atriplicifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Phoenix roebelenii";"Phoenix roebelenii";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Physalis philadelphica";"Physalis philadelphica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pittosporum crassifolium";"Pittosporum crassifolium";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Salvinia minima";"Salvinia minima";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Sedum pallidum";"Sedum pallidum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Setaria helvola";"Setaria italica";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Solanum laciniatum";"Solanum laciniatum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Sporobolus cryptandrus";"Sporobolus cryptandrus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Sporobolus michauxianus";"Sporobolus michauxianus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Syagrus romanzoffiana";"Syagrus romanzoffiana";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Thuja plicata";"Thuja plicata";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Tulbaghia violacea";"Tulbaghia violacea";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Youngia japonica";"Youngia japonica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hystrix indica";"Hystrix indica";"Chordata";"Mammalia";"Animalia";"Mammals"
