country;species;LifeForm;count;firstRec
Liechtenstein;Hygromia cinctella;Molluscs;1;2017
Luxembourg;Hygromia cinctella;Molluscs;6;2021
Netherlands;Hygromia cinctella;Molluscs;744;2005
Poland;Hygromia cinctella;Molluscs;4;2019
Slovenia;Hygromia cinctella;Molluscs;3;2020
Spain;Hygromia cinctella;Molluscs;1;2019
Switzerland;Hygromia cinctella;Molluscs;1025;1990
United Kingdom;Hygromia cinctella;Molluscs;341;2010
Sea or Ocean;Hygromia cinctella;Molluscs;184;2007
Netherlands;Isognomon bicolor;Molluscs;1;2017
Greece;Lamprohaminoea ovalis;Molluscs;2;2007
Sea or Ocean;Lamprohaminoea ovalis;Molluscs;4;2014
Belgium;Magallana gigas;Molluscs;130;2000
Croatia;Magallana gigas;Molluscs;1;2011
Denmark;Magallana gigas;Molluscs;41;2018
France;Magallana gigas;Molluscs;84;1999
Germany;Magallana gigas;Molluscs;73;2008
Guernsey;Magallana gigas;Molluscs;1;1994
Ireland;Magallana gigas;Molluscs;3;2000
Isle of Man;Magallana gigas;Molluscs;4;2021
Italy;Magallana gigas;Molluscs;15;2018
Jersey;Magallana gigas;Molluscs;3;1998
Netherlands;Magallana gigas;Molluscs;170;2009
Norway;Magallana gigas;Molluscs;330;2001
Slovenia;Magallana gigas;Molluscs;3;2018
Spain;Magallana gigas;Molluscs;10;2018
Sweden;Magallana gigas;Molluscs;210;2008
United Kingdom;Magallana gigas;Molluscs;239;1992
Sea or Ocean;Magallana gigas;Molluscs;2008;1991
Germany;Marisa cornuarietis;Molluscs;1;2019
Netherlands;Marisa cornuarietis;Molluscs;4;2016
United Kingdom;Marisa cornuarietis;Molluscs;1;2021
Belgium;Mulinia lateralis;Molluscs;2;2020
Netherlands;Mulinia lateralis;Molluscs;4;2018
Sea or Ocean;Mulinia lateralis;Molluscs;21;2017
Belgium;Mya arenaria;Molluscs;47;1998
Bulgaria;Mya arenaria;Molluscs;1;2018
Denmark;Mya arenaria;Molluscs;61;2005
Estonia;Mya arenaria;Molluscs;3;2018
France;Mya arenaria;Molluscs;6;2009
Germany;Mya arenaria;Molluscs;138;1991
Iceland;Mya arenaria;Molluscs;2;2020
Ireland;Mya arenaria;Molluscs;1;2000
Latvia;Mya arenaria;Molluscs;2;2020
Lithuania;Mya arenaria;Molluscs;2;2017
Netherlands;Mya arenaria;Molluscs;156;1993
Norway;Mya arenaria;Molluscs;80;2011
Poland;Mya arenaria;Molluscs;2;2010
Romania;Mya arenaria;Molluscs;4;2010
Sweden;Mya arenaria;Molluscs;220;1990
Ukraine;Mya arenaria;Molluscs;2;2020
United Kingdom;Mya arenaria;Molluscs;208;1990
Sea or Ocean;Mya arenaria;Molluscs;1515;1990
Belgium;Mytilopsis leucophaeata;Molluscs;18;2009
Germany;Mytilopsis leucophaeata;Molluscs;3;2016
Netherlands;Mytilopsis leucophaeata;Molluscs;49;1997
Sea or Ocean;Mytilopsis leucophaeata;Molluscs;9;2011
United Kingdom;Ostrea chilensis;Molluscs;3;2015
Sea or Ocean;Ostrea chilensis;Molluscs;2;2015
Albania;Pinctada imbricata;Molluscs;1;2017
Greece;Pinctada imbricata;Molluscs;8;2016
Italy;Pinctada imbricata;Molluscs;2;2020
Netherlands;Pinctada imbricata;Molluscs;1;2016
United Kingdom;Pinctada imbricata;Molluscs;1;2014
Sea or Ocean;Pinctada imbricata;Molluscs;14;2010
Belgium;Rangia cuneata;Molluscs;64;2011
France;Rangia cuneata;Molluscs;3;2017
Germany;Rangia cuneata;Molluscs;17;2016
Netherlands;Rangia cuneata;Molluscs;63;2010
Sweden;Rangia cuneata;Molluscs;16;2018
Sea or Ocean;Rangia cuneata;Molluscs;50;2014
Albania;Ruditapes philippinarum;Molluscs;4;2017
Belgium;Ruditapes philippinarum;Molluscs;104;2015
France;Ruditapes philippinarum;Molluscs;10;1999
Ireland;Ruditapes philippinarum;Molluscs;2;2000
Italy;Ruditapes philippinarum;Molluscs;8;2017
Netherlands;Ruditapes philippinarum;Molluscs;42;2009
Spain;Ruditapes philippinarum;Molluscs;2;2020
United Kingdom;Ruditapes philippinarum;Molluscs;69;1993
Sea or Ocean;Ruditapes philippinarum;Molluscs;539;1995
Sea or Ocean;Septifer cumingii;Molluscs;1;2021
United Kingdom;Stramonita floridana;Molluscs;1;2015
Albania;Stramonita haemastoma;Molluscs;7;2016
France;Stramonita haemastoma;Molluscs;11;2016
Greece;Stramonita haemastoma;Molluscs;8;2014
Italy;Stramonita haemastoma;Molluscs;26;2016
Montenegro;Stramonita haemastoma;Molluscs;2;2019
Portugal;Stramonita haemastoma;Molluscs;7;2012
Spain;Stramonita haemastoma;Molluscs;25;2018
Sea or Ocean;Stramonita haemastoma;Molluscs;249;2008
Spain;Tayuva lilacina;Molluscs;2;2011
Sea or Ocean;Tayuva lilacina;Molluscs;4;2007
Netherlands;Tenellia adspersa;Molluscs;2;2008
Portugal;Tenellia adspersa;Molluscs;1;2016
United Kingdom;Tenellia adspersa;Molluscs;17;1990
Sea or Ocean;Tenellia adspersa;Molluscs;7;1990
United Kingdom;Theora lubrica;Molluscs;2;2020
Sea or Ocean;Trinchesia genovae;Molluscs;13;2012
Spain;Apalone ferox;Reptiles;3;2017
Austria;Graptemys pseudogeographica;Reptiles;5;2015
Belgium;Graptemys pseudogeographica;Reptiles;14;2012
France;Graptemys pseudogeographica;Reptiles;10;2012
Germany;Graptemys pseudogeographica;Reptiles;59;2011
Hungary;Graptemys pseudogeographica;Reptiles;1;2020
Italy;Graptemys pseudogeographica;Reptiles;29;2013
Netherlands;Graptemys pseudogeographica;Reptiles;140;2005
Portugal;Graptemys pseudogeographica;Reptiles;9;2018
Romania;Graptemys pseudogeographica;Reptiles;2;2018
Spain;Graptemys pseudogeographica;Reptiles;22;2013
Sweden;Graptemys pseudogeographica;Reptiles;2;2016
Switzerland;Graptemys pseudogeographica;Reptiles;1;2020
United Kingdom;Graptemys pseudogeographica;Reptiles;6;2020
Sea or Ocean;Graptemys pseudogeographica;Reptiles;41;2008
France;Mauremys reevesii;Reptiles;1;2021
Germany;Mauremys reevesii;Reptiles;5;2012
Italy;Mauremys reevesii;Reptiles;1;2020
Portugal;Mauremys reevesii;Reptiles;4;2019
Spain;Mauremys reevesii;Reptiles;7;2003
Sea or Ocean;Mauremys reevesii;Reptiles;2;2021
Belgium;Pelodiscus sinensis;Reptiles;2;2020
France;Pelodiscus sinensis;Reptiles;3;2019
Italy;Pelodiscus sinensis;Reptiles;4;2012
Portugal;Pelodiscus sinensis;Reptiles;4;2019
Spain;Pelodiscus sinensis;Reptiles;6;2013
United Kingdom;Pelodiscus sinensis;Reptiles;1;2021
Belgium;Podarcis siculus;Reptiles;6;2008
Bosnia and Herzegovina;Podarcis siculus;Reptiles;1;2021
Croatia;Podarcis siculus;Reptiles;437;1990
France;Podarcis siculus;Reptiles;127;1997
Germany;Podarcis siculus;Reptiles;2;2021
Italy;Podarcis siculus;Reptiles;4396;1994
Montenegro;Podarcis siculus;Reptiles;2;2008
Netherlands;Podarcis siculus;Reptiles;11;2007
Portugal;Podarcis siculus;Reptiles;9;2016
Romania;Podarcis siculus;Reptiles;11;2013
Slovenia;Podarcis siculus;Reptiles;33;2013
Spain;Podarcis siculus;Reptiles;27;2011
Switzerland;Podarcis siculus;Reptiles;1;2021
The former Yugoslav Republic of Macedonia;Podarcis siculus;Reptiles;1;2015
United Kingdom;Podarcis siculus;Reptiles;3;2020
Sea or Ocean;Podarcis siculus;Reptiles;2399;2000
Austria;Pseudemys concinna;Reptiles;3;2012
Belgium;Pseudemys concinna;Reptiles;5;2017
Czech Republic;Pseudemys concinna;Reptiles;2;2020
France;Pseudemys concinna;Reptiles;14;2014
Germany;Pseudemys concinna;Reptiles;148;1995
Italy;Pseudemys concinna;Reptiles;61;2012
Luxembourg;Pseudemys concinna;Reptiles;6;2019
Netherlands;Pseudemys concinna;Reptiles;4;2020
Portugal;Pseudemys concinna;Reptiles;13;2017
Romania;Pseudemys concinna;Reptiles;4;2019
Slovenia;Pseudemys concinna;Reptiles;1;2015
Spain;Pseudemys concinna;Reptiles;25;2018
United Kingdom;Pseudemys concinna;Reptiles;3;2019
Sea or Ocean;Pseudemys concinna;Reptiles;80;2014
Albania;Testudo marginata;Reptiles;9;2016
France;Testudo marginata;Reptiles;3;2019
Greece;Testudo marginata;Reptiles;702;1992
Italy;Testudo marginata;Reptiles;73;2002
Switzerland;Testudo marginata;Reptiles;1;2020
Sea or Ocean;Testudo marginata;Reptiles;162;1992
Austria;Abies grandis;Vascular plants;4;2020
Belgium;Abies grandis;Vascular plants;67;2003
Denmark;Abies grandis;Vascular plants;9;2019
France;Abies grandis;Vascular plants;7;2016
Germany;Abies grandis;Vascular plants;25;2011
Italy;Abies grandis;Vascular plants;2;2018
Luxembourg;Abies grandis;Vascular plants;5;2020
Netherlands;Abies grandis;Vascular plants;244;1996
Norway;Abies grandis;Vascular plants;16;2014
Poland;Abies grandis;Vascular plants;2;2021
Sweden;Abies grandis;Vascular plants;363;1991
United Kingdom;Abies grandis;Vascular plants;5;2020
Sea or Ocean;Abies grandis;Vascular plants;80;1995
Belgium;Abies homolepis;Vascular plants;2;2019
Germany;Abies homolepis;Vascular plants;3;2010
Sweden;Abies homolepis;Vascular plants;48;2002
Sea or Ocean;Abies homolepis;Vascular plants;10;2015
Austria;Abies nordmanniana;Vascular plants;1;2020
Belgium;Abies nordmanniana;Vascular plants;16;2009
Czech Republic;Abies nordmanniana;Vascular plants;4;2018
Denmark;Abies nordmanniana;Vascular plants;12;2019
France;Abies nordmanniana;Vascular plants;3;2018
Germany;Abies nordmanniana;Vascular plants;56;2009
Italy;Abies nordmanniana;Vascular plants;2;2020
Netherlands;Abies nordmanniana;Vascular plants;14;1996
Norway;Abies nordmanniana;Vascular plants;39;2009
Poland;Abies nordmanniana;Vascular plants;1;2020
Spain;Abies nordmanniana;Vascular plants;2;2013
Sweden;Abies nordmanniana;Vascular plants;255;1993
United Kingdom;Abies nordmanniana;Vascular plants;4;2015
Sea or Ocean;Abies nordmanniana;Vascular plants;107;1990
Germany;Abies veitchii;Vascular plants;4;2017
Norway;Abies veitchii;Vascular plants;4;2017
Sweden;Abies veitchii;Vascular plants;44;2002
Sea or Ocean;Abies veitchii;Vascular plants;4;2017
Italy;Abutilon grandifolium;Vascular plants;1;2020
Sea or Ocean;Abutilon grandifolium;Vascular plants;1;2021
France;Acacia baileyana;Vascular plants;1;2021
Portugal;Acacia baileyana;Vascular plants;1;2018
Sea or Ocean;Acacia baileyana;Vascular plants;1;2019
Portugal;Acacia salicina;Vascular plants;1;2015
Sea or Ocean;Acacia salicina;Vascular plants;3;2018
Albania;Acanthus spinosus;Vascular plants;4;2017
Belgium;Acanthus spinosus;Vascular plants;7;2015
Denmark;Acanthus spinosus;Vascular plants;1;2021
Germany;Acanthus spinosus;Vascular plants;5;2017
Greece;Acanthus spinosus;Vascular plants;110;1992
Italy;Acanthus spinosus;Vascular plants;14;2017
Montenegro;Acanthus spinosus;Vascular plants;2;2018
The former Yugoslav Republic of Macedonia;Acanthus spinosus;Vascular plants;1;2015
United Kingdom;Acanthus spinosus;Vascular plants;53;2007
Sea or Ocean;Acanthus spinosus;Vascular plants;92;1995
Belgium;Acer cissifolium;Vascular plants;6;2014
Germany;Acer cissifolium;Vascular plants;1;2013
Belgium;Acer japonicum;Vascular plants;4;2012
Germany;Acer japonicum;Vascular plants;7;2013
Norway;Acer japonicum;Vascular plants;3;2013
Sweden;Acer japonicum;Vascular plants;1;2020
Sea or Ocean;Acer japonicum;Vascular plants;3;2020
Albania;Acer monspessulanum;Vascular plants;2;2018
Austria;Acer monspessulanum;Vascular plants;25;2018
Belgium;Acer monspessulanum;Vascular plants;7;2015
Bosnia and Herzegovina;Acer monspessulanum;Vascular plants;12;2018
Bulgaria;Acer monspessulanum;Vascular plants;7;2012
Croatia;Acer monspessulanum;Vascular plants;79;2008
Czech Republic;Acer monspessulanum;Vascular plants;11;2018
France;Acer monspessulanum;Vascular plants;2383;2007
Germany;Acer monspessulanum;Vascular plants;291;2010
Greece;Acer monspessulanum;Vascular plants;36;2014
Italy;Acer monspessulanum;Vascular plants;415;1997
Montenegro;Acer monspessulanum;Vascular plants;8;2018
Portugal;Acer monspessulanum;Vascular plants;61;2009
Republic of Moldova;Acer monspessulanum;Vascular plants;5;2017
Romania;Acer monspessulanum;Vascular plants;1;2019
Serbia;Acer monspessulanum;Vascular plants;3;2018
Slovakia;Acer monspessulanum;Vascular plants;7;2017
Slovenia;Acer monspessulanum;Vascular plants;15;2015
Spain;Acer monspessulanum;Vascular plants;1172;1990
Sweden;Acer monspessulanum;Vascular plants;26;2000
Switzerland;Acer monspessulanum;Vascular plants;7;2018
The former Yugoslav Republic of Macedonia;Acer monspessulanum;Vascular plants;8;2014
Ukraine;Acer monspessulanum;Vascular plants;7;2018
United Kingdom;Acer monspessulanum;Vascular plants;2;2021
Sea or Ocean;Acer monspessulanum;Vascular plants;133;2008
Albania;Acer negundo;Vascular plants;30;2015
Austria;Acer negundo;Vascular plants;758;2011
Belarus;Acer negundo;Vascular plants;655;2013
Belgium;Acer negundo;Vascular plants;911;1994
Bulgaria;Acer negundo;Vascular plants;74;2012
Croatia;Acer negundo;Vascular plants;11;2019
Czech Republic;Acer negundo;Vascular plants;1057;2007
Denmark;Acer negundo;Vascular plants;41;2019
Estonia;Acer negundo;Vascular plants;6;2016
Finland;Acer negundo;Vascular plants;16;2020
France;Acer negundo;Vascular plants;10258;1991
Germany;Acer negundo;Vascular plants;3851;2002
Greece;Acer negundo;Vascular plants;156;2016
Guernsey;Acer negundo;Vascular plants;1;2020
Hungary;Acer negundo;Vascular plants;400;2017
Italy;Acer negundo;Vascular plants;3939;2008
Latvia;Acer negundo;Vascular plants;21;2020
Lithuania;Acer negundo;Vascular plants;437;2017
Luxembourg;Acer negundo;Vascular plants;24;2018
Montenegro;Acer negundo;Vascular plants;1;2020
Netherlands;Acer negundo;Vascular plants;1257;1991
Norway;Acer negundo;Vascular plants;1;2018
Poland;Acer negundo;Vascular plants;781;2008
Portugal;Acer negundo;Vascular plants;53;2010
Republic of Moldova;Acer negundo;Vascular plants;45;2018
Romania;Acer negundo;Vascular plants;24;2017
San Marino;Acer negundo;Vascular plants;1;2020
Serbia;Acer negundo;Vascular plants;22;2009
Slovakia;Acer negundo;Vascular plants;307;2017
Slovenia;Acer negundo;Vascular plants;53;2017
Spain;Acer negundo;Vascular plants;3116;2004
Sweden;Acer negundo;Vascular plants;393;1991
Switzerland;Acer negundo;Vascular plants;12;2018
The former Yugoslav Republic of Macedonia;Acer negundo;Vascular plants;2;2014
Ukraine;Acer negundo;Vascular plants;2224;2009
United Kingdom;Acer negundo;Vascular plants;65;2018
Sea or Ocean;Acer negundo;Vascular plants;5914;1995
Austria;Acer palmatum;Vascular plants;2;2017
Belgium;Acer palmatum;Vascular plants;30;2014
Czech Republic;Acer palmatum;Vascular plants;7;2021
Denmark;Acer palmatum;Vascular plants;11;2020
France;Acer palmatum;Vascular plants;8;2019
Germany;Acer palmatum;Vascular plants;61;2012
Ireland;Acer palmatum;Vascular plants;2;2014
Italy;Acer palmatum;Vascular plants;2;2021
Jersey;Acer palmatum;Vascular plants;2;2020
Luxembourg;Acer palmatum;Vascular plants;1;2020
Netherlands;Acer palmatum;Vascular plants;13;2018
Norway;Acer palmatum;Vascular plants;3;2020
Poland;Acer palmatum;Vascular plants;1;2017
Portugal;Acer palmatum;Vascular plants;3;2018
Serbia;Acer palmatum;Vascular plants;1;2021
Slovakia;Acer palmatum;Vascular plants;2;2018
Slovenia;Acer palmatum;Vascular plants;3;2019
Spain;Acer palmatum;Vascular plants;3;2020
Sweden;Acer palmatum;Vascular plants;12;2000
Switzerland;Acer palmatum;Vascular plants;3;2020
United Kingdom;Acer palmatum;Vascular plants;49;2011
Sea or Ocean;Acer palmatum;Vascular plants;5;2020
Belgium;Acer pseudosieboldianum;Vascular plants;1;2020
Austria;Acer saccharinum;Vascular plants;371;2016
Belarus;Acer saccharinum;Vascular plants;13;2018
Belgium;Acer saccharinum;Vascular plants;890;2006
Bulgaria;Acer saccharinum;Vascular plants;1;2020
Czech Republic;Acer saccharinum;Vascular plants;461;2017
Denmark;Acer saccharinum;Vascular plants;11;2018
Finland;Acer saccharinum;Vascular plants;1;2020
France;Acer saccharinum;Vascular plants;121;2013
Germany;Acer saccharinum;Vascular plants;2740;1997
Hungary;Acer saccharinum;Vascular plants;5;2019
Italy;Acer saccharinum;Vascular plants;17;2015
Luxembourg;Acer saccharinum;Vascular plants;32;2018
Netherlands;Acer saccharinum;Vascular plants;172;2002
Poland;Acer saccharinum;Vascular plants;32;2017
Portugal;Acer saccharinum;Vascular plants;1;2021
Slovakia;Acer saccharinum;Vascular plants;118;2017
Spain;Acer saccharinum;Vascular plants;11;2017
Sweden;Acer saccharinum;Vascular plants;32;1992
Switzerland;Acer saccharinum;Vascular plants;9;2019
Ukraine;Acer saccharinum;Vascular plants;158;2012
United Kingdom;Acer saccharinum;Vascular plants;84;2017
Sea or Ocean;Acer saccharinum;Vascular plants;129;2002
Austria;Acer tataricum;Vascular plants;38;2016
Belarus;Acer tataricum;Vascular plants;15;2020
Belgium;Acer tataricum;Vascular plants;2;2018
Bosnia and Herzegovina;Acer tataricum;Vascular plants;8;2019
Bulgaria;Acer tataricum;Vascular plants;15;2019
Croatia;Acer tataricum;Vascular plants;8;2019
Czech Republic;Acer tataricum;Vascular plants;117;2007
Denmark;Acer tataricum;Vascular plants;3;2020
Finland;Acer tataricum;Vascular plants;18;2019
France;Acer tataricum;Vascular plants;1;2020
Germany;Acer tataricum;Vascular plants;30;2009
Greece;Acer tataricum;Vascular plants;1;2020
Hungary;Acer tataricum;Vascular plants;9;2006
Italy;Acer tataricum;Vascular plants;2;2016
Lithuania;Acer tataricum;Vascular plants;2;2020
Netherlands;Acer tataricum;Vascular plants;14;2008
Norway;Acer tataricum;Vascular plants;83;2008
Poland;Acer tataricum;Vascular plants;7;2017
Republic of Moldova;Acer tataricum;Vascular plants;1;2020
Romania;Acer tataricum;Vascular plants;14;2017
Serbia;Acer tataricum;Vascular plants;8;2005
Slovakia;Acer tataricum;Vascular plants;12;2019
Slovenia;Acer tataricum;Vascular plants;1;2020
Sweden;Acer tataricum;Vascular plants;59;1991
The former Yugoslav Republic of Macedonia;Acer tataricum;Vascular plants;3;2020
Ukraine;Acer tataricum;Vascular plants;361;2001
United Kingdom;Acer tataricum;Vascular plants;1;2021
Sea or Ocean;Acer tataricum;Vascular plants;660;1994
Bulgaria;Achillea clypeolata;Vascular plants;2;2017
Greece;Achillea clypeolata;Vascular plants;2;2015
Romania;Achillea clypeolata;Vascular plants;1;2017
Serbia;Achillea clypeolata;Vascular plants;2;2019
Sea or Ocean;Achillea clypeolata;Vascular plants;2;2018
Austria;Actinidia chinensis;Vascular plants;1;2015
Belgium;Actinidia chinensis;Vascular plants;73;2006
Croatia;Actinidia chinensis;Vascular plants;2;2019
Czech Republic;Actinidia chinensis;Vascular plants;6;2020
France;Actinidia chinensis;Vascular plants;5;2018
Germany;Actinidia chinensis;Vascular plants;23;2011
Italy;Actinidia chinensis;Vascular plants;4;2014
Luxembourg;Actinidia chinensis;Vascular plants;2;2020
Netherlands;Actinidia chinensis;Vascular plants;43;2008
Portugal;Actinidia chinensis;Vascular plants;4;2012
Slovakia;Actinidia chinensis;Vascular plants;4;2020
Spain;Actinidia chinensis;Vascular plants;7;2013
Sweden;Actinidia chinensis;Vascular plants;38;1996
Switzerland;Actinidia chinensis;Vascular plants;6;2020
United Kingdom;Actinidia chinensis;Vascular plants;3;2020
Sea or Ocean;Actinidia chinensis;Vascular plants;5;2002
Belgium;Adiantum aleuticum;Vascular plants;16;2016
Albania;Adiantum capillus-veneris;Vascular plants;3;2013
Andorra;Adiantum capillus-veneris;Vascular plants;3;2020
Austria;Adiantum capillus-veneris;Vascular plants;2;2020
Belgium;Adiantum capillus-veneris;Vascular plants;148;1996
Bosnia and Herzegovina;Adiantum capillus-veneris;Vascular plants;11;2016
Bulgaria;Adiantum capillus-veneris;Vascular plants;9;2011
Croatia;Adiantum capillus-veneris;Vascular plants;55;2002
Czech Republic;Adiantum capillus-veneris;Vascular plants;2;2021
France;Adiantum capillus-veneris;Vascular plants;1066;2002
Germany;Adiantum capillus-veneris;Vascular plants;6;2013
Greece;Adiantum capillus-veneris;Vascular plants;98;2014
Ireland;Adiantum capillus-veneris;Vascular plants;14;1993
Italy;Adiantum capillus-veneris;Vascular plants;795;2002
Luxembourg;Adiantum capillus-veneris;Vascular plants;5;2018
Malta;Adiantum capillus-veneris;Vascular plants;1;2020
Montenegro;Adiantum capillus-veneris;Vascular plants;9;2007
Netherlands;Adiantum capillus-veneris;Vascular plants;99;2018
Portugal;Adiantum capillus-veneris;Vascular plants;232;2008
Republic of Moldova;Adiantum capillus-veneris;Vascular plants;2;2019
Romania;Adiantum capillus-veneris;Vascular plants;2;2016
Serbia;Adiantum capillus-veneris;Vascular plants;1;2018
Slovenia;Adiantum capillus-veneris;Vascular plants;9;2018
Spain;Adiantum capillus-veneris;Vascular plants;746;1990
Switzerland;Adiantum capillus-veneris;Vascular plants;35;2018
