"","species","Region","LifeForm","off_FirstRec","count","firstRec","phylum","class","timeLag","eu_status","google","scopus","EASIN_Id.x","Status.x","TER.x","FRW.x","MAR.x","EST.x","habitat","worst_100_world_ISSG","worst_100_Europe_DAISIE","mentioned_in_EU_quarantine_species","partly_native","obsEffort_LF","ResearchEffort","nOccTotSp","obsInNeigborCountryBefore","google_country_porc","google_country_tot","EASIN_Id.y","Status.y","TER.y","FRW.y","MAR.y","EST.y","Kingdom","Phylum","Class","Order","Family"
"445","Muehlenbeckia complexa","Belgium","Vascular plants",2016,7,2016,"Tracheophyta","Magnoliopsida",0,"NO",2226,7,"R09627","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,3210,FALSE,13,289.38,"R09627","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Polygonales","Polygonaceae"
"446","Mulinia lateralis","Netherlands","Molluscs",2018,4,2018,"Mollusca","Bivalvia",0,"NO",566,1093,"R19637","A",0,0,1,0,"Marine","NO","NO","NO","NO",63732,30,NA,TRUE,100,566,"R19637","A","0","0","1","0","Animalia","Mollusca","Bivalvia","Venerida","Mactridae"
"447","Muscari armeniacum","Slovakia","Vascular plants",2010,3,2021,"Tracheophyta","Liliopsida",11,"NO",3086,394,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",84761,19,5027,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Muscari armeniacum","Belgium","Vascular plants",2019,888,2001,"Tracheophyta","Liliopsida",-18,"NO",3086,394,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,5027,TRUE,100,3086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Muscari latifolium","Belgium","Vascular plants",2014,17,2017,"Tracheophyta","Liliopsida",3,"NO",1546,54,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,316,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Musophaga violacea","Spain","Birds",2011,2,2021,"Chordata","Aves",10,"NO",0,2,"R09667","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",10201950,120,2,FALSE,0,0,"R09667","A","1","0","0","0","Animalia","Chordata","Aves","Musophagiformes","Musophagidae"
"451","Mustela putorius","Spain","Mammals",2010,73,2011,"Chordata","Mammalia",1,"NO",4494,6911,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",17544,120,16602,TRUE,48,2157.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Myoporum tenuifolium","Greece","Vascular plants",2013,1,2021,"Tracheophyta","Magnoliopsida",8,"NO",0,20,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",46853,144,54,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Myosotis alpestris","Belgium","Vascular plants",2016,2,2002,"Tracheophyta","Magnoliopsida",-14,"NO",2785,51,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,946,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Nandina domestica","France","Vascular plants",2011,54,2018,"Tracheophyta","Magnoliopsida",7,"NO",9031,555,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,2469,FALSE,95,8579.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Narcissus pseudonarcissus","Belgium","Vascular plants",2013,602,1997,"Tracheophyta","Liliopsida",-16,"NO",2172,1753,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,19615,TRUE,71,1542.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Narcissus tazetta","Belgium","Vascular plants",2011,3,2013,"Tracheophyta","Liliopsida",2,"NO",1750,1035,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1076,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Neillia incisa","Belgium","Vascular plants",2012,3,2013,"Tracheophyta","Magnoliopsida",1,"NO",0,3,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,180,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Neillia tanakae","Belgium","Vascular plants",2012,2,2019,"Tracheophyta","Magnoliopsida",7,"NO",0,0,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Nematus ribesii","Iceland","Insects",2010,1,2020,"Arthropoda","Insecta",10,"NO",794,17,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",132,27,153,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Nematus tibialis","Slovenia","Insects",2017,1,2019,"Arthropoda","Insecta",2,"NO",0,4,"R09899","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",20810,45,66,FALSE,0,0,"R09899","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae"
"461","Nemophila maculata","Belgium","Vascular plants",2016,11,2015,"Tracheophyta","Magnoliopsida",-1,"NO",1600,20,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,NA,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Neogobius melanostomus","Belgium","Fishes",2010,164,2011,"Chordata","Actinopterygii",1,"NO",1938,2461,NA,NA,0,1,0,1,"Freshwater_ Estuary","NO","YES","NO","YES",11216,480,NA,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Nepeta racemosa","Slovakia","Vascular plants",2010,8,2020,"Tracheophyta","Magnoliopsida",10,"NO",3414,344,"R09960","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",84761,19,1478,FALSE,0,0,"R09960","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae"
"464","Nephrolepis exaltata","New Zealand","Vascular plants",2014,1,2018,"Tracheophyta","Polypodiopsida",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,1,FALSE,NA,NA,"R09963","A","1","0","0","0","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Lomariopsidaceae"
"465","Nettapus coromandelianus","Belgium","Birds",2017,1,2017,"Chordata","Aves",0,"NO",0,12,NA,NA,1,1,0,0,"Freshwater_Terrestrial","NO","NO","NO","NO",788948,480,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Neurogalesus militis","New Zealand","Insects",2012,4,2015,"Arthropoda","Insecta",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Nothoscordum gracile","France","Vascular plants",2011,1,2020,"Tracheophyta","Liliopsida",9,"NO",1557,46,"R10064","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,151,FALSE,0,0,"R10064","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae"
"468","Obolodiplosis robiniae","Spain","Insects",2011,2,2010,"Arthropoda","Insecta",-1,"NO",0,67,"R10106","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",264021,120,NA,FALSE,0,0,"R10106","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae"
"469","Oenothera canovirens","Belgium","Vascular plants",2017,2,2016,"Tracheophyta","Magnoliopsida",-1,"NO",0,2,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,17,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Oenothera casimiri","Belgium","Vascular plants",2017,3,2018,"Tracheophyta","Magnoliopsida",1,"NO",0,2,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,73,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Oenothera glazioviana","Belgium","Vascular plants",2017,1752,1991,"Tracheophyta","Magnoliopsida",-26,"NO",1012,182,"R10193","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,9645,TRUE,0,0,"R10193","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae"
"472","Oenothera lindheimeri","Belgium","Vascular plants",2017,87,2009,"Tracheophyta","Magnoliopsida",-8,"NO",2076,17,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,786,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Oenothera lindheimeri","Norway","Vascular plants",2010,1,2020,"Tracheophyta","Magnoliopsida",10,"NO",2076,17,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1755502,76,786,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Oenothera moravica","Belgium","Vascular plants",2017,6,2017,"Tracheophyta","Magnoliopsida",0,"NO",0,4,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,20,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Oenothera rubricalyx","Belgium","Vascular plants",2014,5,2013,"Tracheophyta","Magnoliopsida",-1,"NO",0,7,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,98,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Oenothera rubricaulis","Belgium","Vascular plants",2014,51,2007,"Tracheophyta","Magnoliopsida",-7,"NO",0,23,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1102,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Oenothera speciosa","Spain","Vascular plants",2011,3,2020,"Tracheophyta","Magnoliopsida",9,"NO",3703,349,"R10228","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",713438,120,939,FALSE,0,0,"R10228","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae"
"478","Oenothera suaveolens","Belgium","Vascular plants",2015,8,2017,"Tracheophyta","Magnoliopsida",2,"NO",0,111,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,20,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Ommatotriton ophryticus","Spain","Amphibians",2011,4,2021,"Chordata","Amphibia",10,"NO",639,49,NA,NA,1,1,0,0,"Freshwater_Terrestrial","NO","NO","NO","YES",11103,120,13,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Oncorhynchus mykiss","Greece","Fishes",2012,2,2021,"Chordata","Actinopterygii",9,"NO",4767,104515,NA,NA,0,1,0,0,"Freshwater","YES","NO","NO","YES",808,144,830,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Onopordum tauricum","Belgium","Vascular plants",2014,4,2014,"Tracheophyta","Magnoliopsida",0,"NO",465,23,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,220,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Ophraella communa","Italy","Insects",2013,79,2013,"Arthropoda","Insecta",0,"NO",457,470,"R19559","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",205611,162,NA,FALSE,17,77.69,"R19559","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae"
"483","Ophraella communa","Serbia","Insects",2020,1,2021,"Arthropoda","Insecta",1,"NO",457,470,"R19559","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",11129,54,NA,TRUE,100,457,"R19559","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae"
"484","Opuntia ficus-indica","Spain","Vascular plants",2016,820,1999,"Tracheophyta","Magnoliopsida",-17,"NO",5444,12610,"R10416","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",713438,120,3932,TRUE,32,1742.08,"R10416","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae"
"485","Orientus ishidae","United Kingdom","Insects",2011,22,2018,"Arthropoda","Insecta",7,"NO",0,57,"R17126","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",6320677,102,NA,FALSE,0,0,"R17126","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae"
"486","Ornithogalum narbonense","Belgium","Vascular plants",2013,1,2011,"Tracheophyta","Liliopsida",-2,"NO",884,99,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,686,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Osmia cornuta","United Kingdom","Insects",2014,16,2018,"Arthropoda","Insecta",4,"NO",1750,942,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",6320677,102,6582,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Ovis aries","Spain","Mammals",2020,155,2007,"Chordata","Mammalia",-13,"NO",3097,55065,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",17544,120,862,TRUE,55,1703.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Oxalis dillenii","Belgium","Vascular plants",2012,17,2015,"Tracheophyta","Magnoliopsida",3,"NO",1699,43,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,589,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Oxalis tetraphylla","Belgium","Vascular plants",2011,25,2009,"Tracheophyta","Magnoliopsida",-2,"NO",4108,18,"R10625","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,3130,TRUE,0,0,"R10625","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Oxalidaceae"
"491","Oxalis triangularis","Belgium","Vascular plants",2011,32,2011,"Tracheophyta","Magnoliopsida",0,"NO",7532,224,"R10626","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,263,FALSE,57,4293.24,"R10626","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Oxalidaceae"
"492","Oxyura vittata","Belgium","Birds",2014,1,2014,"Chordata","Aves",0,"NO",913,28,"R19764","A",1,1,0,0,"Freshwater_Terrestrial","NO","NO","NO","NO",788948,480,3,TRUE,0,0,"R19764","A","1","1","0","0","Animalia","Chordata","Aves","Anseriformes","Anatidae"
"493","Pachysandra terminalis","Slovenia","Vascular plants",2014,13,2019,"Tracheophyta","Magnoliopsida",5,"NO",2224,367,"R10673","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",38312,45,1708,FALSE,0,0,"R10673","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Euphorbiales","Buxaceae"
"494","Paeonia lactiflora","Belgium","Vascular plants",2014,8,2014,"Tracheophyta","Magnoliopsida",0,"NO",3239,3962,"R10682","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,NA,TRUE,89,2882.71,"R10682","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Dilleniales","Paeoniaceae"
"495","Palaemon elegans","Estonia","Crustaceans",2011,1,2020,"Arthropoda","Malacostraca",9,"NO",1323,1813,"R19375","A",0,0,1,0,"Marine","NO","NO","NO","NO",11,5,1415,TRUE,0,0,"R19375","A","0","0","1","0","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae"
"496","Panicum capillare","Italy","Vascular plants",2014,80,2013,"Tracheophyta","Liliopsida",-1,"NO",1818,126,"R10717","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",967299,162,NA,TRUE,0,0,"R10717","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Cyperales","Poaceae"
"497","Papaver nudicaule","Belgium","Vascular plants",2014,1,2014,"Tracheophyta","Magnoliopsida",0,"NO",2380,275,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1040,TRUE,80,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Parentucellia latifolia","Belgium","Vascular plants",2016,14,2016,"Tracheophyta","Magnoliopsida",0,"NO",1008,47,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,775,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Parmelina quercina","Sweden","Fungi",2010,18,2012,"Ascomycota","Lecanoromycetes",2,"NO",0,91,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",2464678,26,52,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Paronychia argentea","Belgium","Vascular plants",2016,12,2017,"Tracheophyta","Magnoliopsida",1,"NO",1517,251,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1603,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Paropsisterna beata","New Zealand","Insects",2012,1,2016,"Arthropoda","Insecta",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Paropsisterna selmani","Ireland","Insects",2013,6,2018,"Arthropoda","Insecta",5,"NO",0,11,"R19297","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",4923,13,7,FALSE,0,0,"R19297","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae"
"503","Parthenocissus quinquefolia","Albania","Vascular plants",2011,1,2019,"Tracheophyta","Magnoliopsida",8,"NO",6380,519,"R10891","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",2476,54,11149,FALSE,0,0,"R10891","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rhamnales","Vitaceae"
"504","Parupeneus forsskali","Greece","Fishes",2017,2,2021,"Chordata","Actinopterygii",4,"NO",283,72,"R16764","A",0,0,1,0,"Marine","NO","NO","NO","NO",808,144,NA,FALSE,0,0,"R16764","A","0","0","1","0","Animalia","Chordata","Actinopterygii","Perciformes","Mullidae"
"505","Pelargonium candicans","Belgium","Vascular plants",2017,3,2017,"Tracheophyta","Magnoliopsida",0,"NO",0,13,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Pelecanus conspicillatus","Belgium","Birds",2017,33,2017,"Chordata","Aves",0,"NO",456,155,NA,NA,1,1,0,1,"Terrestrial_ Freshwater_Estuary","NO","NO","NO","NO",788948,480,33,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Pelodiscus sinensis","Portugal","Reptiles",2019,4,2019,"Chordata","Reptilia",0,"NO",3153,1881,NA,NA,1,1,0,0,"Freshwater_Terrestrial","NO","NO","NO","NO",4791,83,20,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Penaeus aztecus","Greece","Crustaceans",2012,1,2019,"Arthropoda","Malacostraca",7,"NO",0,3430,"R19084","A",0,0,1,0,"Marine","NO","NO","NO","NO",372,144,NA,FALSE,0,0,"R19084","A","0","0","1","0","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae"
"509","Penaeus pulchricaudatus","Greece","Crustaceans",2017,3,2020,"Arthropoda","Malacostraca",3,"NO",0,25,"R19376","A",0,0,1,0,"Marine","NO","NO","NO","NO",372,144,3,FALSE,0,0,"R19376","A","0","0","1","0","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae"
"510","Penthimiola bella","Portugal","Insects",2012,12,2012,"Arthropoda","Insecta",0,"NO",0,12,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",52871,83,16,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Percnon gibbesi","France","Crustaceans",2014,2,2019,"Arthropoda","Malacostraca",5,"NO",2756,231,"R11035","A",0,0,1,0,"Marine","NO","YES","NO","NO",2863,142,278,TRUE,0,0,"R11035","A","0","0","1","0","Animalia","Arthropoda","Malacostraca","Decapoda","Percnidae"
"512","Perovskia abrotanoides","Belgium","Vascular plants",2010,1,2019,"Tracheophyta","Magnoliopsida",9,"NO",1351,450,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Perovskia atriplicifolia","Austria","Vascular plants",2017,1,2019,"Tracheophyta","Magnoliopsida",2,"NO",6289,256,"R11121","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",405467,44,236,FALSE,0,0,"R11121","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae"
"514","Perovskia atriplicifolia","France","Vascular plants",2010,77,2017,"Tracheophyta","Magnoliopsida",7,"NO",6289,256,"R11121","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,236,TRUE,37,2326.93,"R11121","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae"
"515","Persea americana","Belgium","Vascular plants",2017,7,2014,"Tracheophyta","Magnoliopsida",-3,"NO",8568,9473,"R11122","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,108,TRUE,0,0,"R11122","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae"
"516","Persicaria nepalensis","Belgium","Vascular plants",2010,27,2010,"Tracheophyta","Magnoliopsida",0,"NO",0,44,"R18204","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,30,FALSE,0,0,"R18204","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Polygonales","Polygonaceae"
"517","Phacelia campanularia","Belgium","Vascular plants",2012,3,2012,"Tracheophyta","Magnoliopsida",0,"NO",1883,59,"R11188","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,81,FALSE,0,0,"R11188","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Solanales","Hydrophyllaceae"
"518","Phedimus stoloniferus","Belgium","Vascular plants",2011,3,2011,"Tracheophyta","Magnoliopsida",0,"NO",0,4,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,86,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Phellopsylla formicosa","New Zealand","Insects",2014,2,2016,"Arthropoda","Insecta",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Phenolia picta","Greece","Insects",2018,1,2018,"Arthropoda","Insecta",0,"NO",0,11,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",41715,144,5,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Phodopus sungorus","Italy","Mammals",2015,1,2020,"Chordata","Mammalia",5,"NO",3435,5863,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",21214,162,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Phoenix dactylifera","Belgium","Vascular plants",2015,50,2010,"Tracheophyta","Liliopsida",-5,"NO",7822,14079,"R11352","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,648,TRUE,0,0,"R11352","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae"
"523","Phormium tenax","France","Vascular plants",2010,2,2020,"Tracheophyta","Liliopsida",10,"NO",7957,1092,"R11370","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,397,FALSE,54,4296.78,"R11370","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Xanthorrhoeaceae"
"524","Phyla nodiflora","Belgium","Vascular plants",2010,9,2017,"Tracheophyta","Magnoliopsida",7,"NO",3541,347,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,NA,FALSE,63,2230.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Phyllostachys viridiglaucescens","Belgium","Vascular plants",2017,1,2017,"Tracheophyta","Liliopsida",0,"NO",923,84,"R11433","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,2,FALSE,0,0,"R11433","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Cyperales","Poaceae"
"526","Phymosia umbellata","Greece","Vascular plants",2014,4,2020,"Tracheophyta","Magnoliopsida",6,"NO",1144,3,"R19938","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",46853,144,NA,FALSE,0,0,"R19938","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae"
"527","Physostegia virginiana","Belgium","Vascular plants",2018,38,2007,"Tracheophyta","Magnoliopsida",-11,"NO",4709,79,"R11479","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,391,TRUE,0,0,"R11479","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae"
"528","Phyteuma spicatum","Norway","Vascular plants",2012,109,2006,"Tracheophyta","Magnoliopsida",-6,"NO",1345,149,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1755502,76,10005,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Picea abies","Belgium","Vascular plants",2013,697,1993,"Tracheophyta","Pinopsida",-20,"NO",10978,64305,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,79267,TRUE,25,2744.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Picea omorika","Belgium","Vascular plants",2013,28,2013,"Tracheophyta","Pinopsida",0,"NO",5449,611,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,549,TRUE,26,1416.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Picea omorika","France","Vascular plants",2011,3,2020,"Tracheophyta","Pinopsida",9,"NO",5449,611,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",3156527,142,549,TRUE,5,272.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Picea sitchensis","Belgium","Vascular plants",2010,56,2004,"Tracheophyta","Pinopsida",-6,"NO",4159,9841,"R11544","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,18952,TRUE,0,0,"R11544","A","1","0","0","0","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae"
"533","Pieris brassicae","New Zealand","Insects",2010,1,2012,"Arthropoda","Insecta",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Pilosella officinarum","Iceland","Vascular plants",2010,1,2018,"Tracheophyta","Magnoliopsida",8,"NO",1369,220,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",7508,27,41949,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
